formula,A,B1,B2,X,tolerance_factor,Eg,irA,rsA,rpA,rdA,XcA,eaA,ipA,hoalA,lualA,irB1,rsB1,rpB1,rdB1,XcB1,eaB1,ipB1,hoalB1,lualB1,irB2,rsB2,rpB2,rdB2,XcB2,eaB2,ipB2,hoalB2,lualB2,irX,rsX,rpX,rdX,XcX,eaX,ipX,hoalX,lualX
Cs2SrCdBr6,Cs,Sr,Cd,Br,0.847204381,3.062432,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,1.31,0.184,0.445,0.508,1.69,0,8.9938,10,11,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2FeSrCl6,Cs,Sr,Fe,Cl,0.935205743,0.622605,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,0.78,1.227,0.373,0.365,1.83,15.7,16.18,8,7,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2SrHgCl6,Cs,Sr,Hg,Cl,0.878526607,2.75994,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,1.14,1.126,0.494,0.607,2,0,18.759,15,14,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2SrHgI6,Cs,Sr,Hg,I,0.858629663,1.05118,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,1.14,1.126,0.494,0.607,2,0,18.759,15,14,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2SrHgBr6,Cs,Sr,Hg,Br,0.870285269,1.997393,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,1.14,1.126,0.494,0.607,2,0,18.759,15,14,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2GeSrCl6,Cs,Sr,Ge,Cl,0.943661491,3.725273,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,0.73,0.886,1.09,0.261,2.01,119,15.934,9,8,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2GeSrI6,Cs,Sr,Ge,I,0.91442018,2.696568,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,0.73,0.886,1.09,0.261,2.01,119,15.934,9,8,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2GeSrBr6,Cs,Sr,Ge,Br,0.931488864,3.195046,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,0.73,0.886,1.09,0.261,2.01,119,15.934,9,8,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2MgSrCl6,Cs,Sr,Mg,Cl,0.945371023,5.215115,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,0.72,1.279,0.247,0,1.31,0,15.035,5,4,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2MgSrI6,Cs,Sr,Mg,I,0.91587164,2.920109,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,0.72,1.279,0.247,0,1.31,0,15.035,5,4,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2MgSrBr6,Cs,Sr,Mg,Br,0.933089361,4.114328,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,0.72,1.279,0.247,0,1.31,0,15.035,5,4,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2SrPbCl6,Cs,Sr,Pb,Cl,0.87119333,4.275856,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,1.19,1.01,1.09,0.562,1.87,35.1,15.028,16,15,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2SrPbI6,Cs,Sr,Pb,I,0.852288233,3.146007,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,1.19,1.01,1.09,0.562,1.87,35.1,15.028,16,15,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2SrPbBr6,Cs,Sr,Pb,Br,0.863367262,3.706549,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,1.19,1.01,1.09,0.562,1.87,35.1,15.028,16,15,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2SrPtCl6,Cs,Sr,Pt,Cl,0.971778034,1.21662,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,0.57,1.221,0.523,0.657,2.28,205.3,18.563,15,14,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2ZnSrCl6,Cs,Sr,Zn,Cl,0.941958131,4.174126,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,0.74,1.065,0.311,0.293,1.65,17.964,17.964,8,7,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2ZnSrI6,Cs,Sr,Zn,I,0.912973312,1.590148,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,0.74,1.065,0.311,0.293,1.65,17.964,17.964,8,7,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2ZnSrBr6,Cs,Sr,Zn,Br,0.929893849,2.854413,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,0.74,1.065,0.311,0.293,1.65,17.964,17.964,8,7,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2TiHgCl6,Cs,Ti,Hg,Cl,0.928549474,0.440574,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.86,1.477,0.468,0.489,1.54,7.6,13.58,8,7,1.14,1.126,0.494,0.607,2,0,18.759,15,14,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2ZnBaCl6,Cs,Zn,Ba,Cl,0.913913843,4.483165,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.74,1.065,0.311,0.293,1.65,17.964,17.964,8,7,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2ZnBaI6,Cs,Zn,Ba,I,0.889058757,2.005607,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.74,1.065,0.311,0.293,1.65,17.964,17.964,8,7,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2ZnBaBr6,Cs,Zn,Ba,Br,0.903590695,3.24492,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.74,1.065,0.311,0.293,1.65,17.964,17.964,8,7,1.35,2.06,0.869,0,0.89,13.95,10.004,13,12,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2CaZnCl6,Cs,Zn,Ca,Cl,0.973591053,3.928986,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.74,1.065,0.311,0.293,1.65,17.964,17.964,8,7,1,1.69,0.539,0,1,2.37,11.871,7,6,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2CaZnI6,Cs,Zn,Ca,I,0.939738002,1.309455,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.74,1.065,0.311,0.293,1.65,17.964,17.964,8,7,1,1.69,0.539,0,1,2.37,11.871,7,6,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2CaZnBr6,Cs,Zn,Ca,Br,0.959466445,2.587727,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.74,1.065,0.311,0.293,1.65,17.964,17.964,8,7,1,1.69,0.539,0,1,2.37,11.871,7,6,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2ZnCdCl6,Cs,Zn,Cd,Cl,0.920361207,1.661122,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.74,1.065,0.311,0.293,1.65,17.964,17.964,8,7,1.31,0.184,0.445,0.508,1.69,0,8.9938,10,11,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2ZnGeCl6,Cs,Zn,Ge,Cl,1.025235372,1.807094,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.74,1.065,0.311,0.293,1.65,17.964,17.964,8,7,0.73,0.886,1.09,0.261,2.01,119,15.934,9,8,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2ZnGeI6,Cs,Zn,Ge,I,0.982962749,0.491754,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.74,1.065,0.311,0.293,1.65,17.964,17.964,8,7,0.73,0.886,1.09,0.261,2.01,119,15.934,9,8,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2ZnGeBr6,Cs,Zn,Ge,Br,1.007528772,1.134364,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.74,1.065,0.311,0.293,1.65,17.964,17.964,8,7,0.73,0.886,1.09,0.261,2.01,119,15.934,9,8,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2MgZnCl6,Cs,Zn,Mg,Cl,1.027253552,2.570597,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.74,1.065,0.311,0.293,1.65,17.964,17.964,8,7,0.72,1.279,0.247,0,1.31,0,15.035,5,4,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2MgZnBr6,Cs,Zn,Mg,Br,1.009401502,1.225266,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.74,1.065,0.311,0.293,1.65,17.964,17.964,8,7,0.72,1.279,0.247,0,1.31,0,15.035,5,4,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2ZnPbCl6,Cs,Zn,Pb,Cl,0.940260909,2.477975,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.74,1.065,0.311,0.293,1.65,17.964,17.964,8,7,1.19,1.01,1.09,0.562,1.87,35.1,15.028,16,15,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2ZnPbI6,Cs,Zn,Pb,I,0.911531017,0.94997,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.74,1.065,0.311,0.293,1.65,17.964,17.964,8,7,1.19,1.01,1.09,0.562,1.87,35.1,15.028,16,15,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2ZnPbBr6,Cs,Zn,Pb,Br,0.928304287,1.702139,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.74,1.065,0.311,0.293,1.65,17.964,17.964,8,7,1.19,1.01,1.09,0.562,1.87,35.1,15.028,16,15,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2ZnPtCl6,Cs,Zn,Pt,Cl,1.058508731,1.474434,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.74,1.065,0.311,0.293,1.65,17.964,17.964,8,7,0.57,1.221,0.523,0.657,2.28,205.3,18.563,15,14,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2ZnPtBr6,Cs,Zn,Pt,Br,1.038351832,1.262289,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.74,1.065,0.311,0.293,1.65,17.964,17.964,8,7,0.57,1.221,0.523,0.657,2.28,205.3,18.563,15,14,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
Cs2ZnSrCl6,Cs,Zn,Sr,Cl,0.941958131,4.174126,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.74,1.065,0.311,0.293,1.65,17.964,17.964,8,7,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,1.81,0.66,0.725,0,3.16,349,12.96764,6,5
Cs2ZnSrI6,Cs,Zn,Sr,I,0.912973312,1.590148,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.74,1.065,0.311,0.293,1.65,17.964,17.964,8,7,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,2.2,0.876,1.044,0.406,2.66,295.2,10.45126,12,11
Cs2ZnSrBr6,Cs,Zn,Sr,Br,0.929893849,2.854413,1.88,0.922,2.518,0,0.79,45.5,3.8939,12,13,0.74,1.065,0.311,0.293,1.65,17.964,17.964,8,7,1.18,1.836,0.685,0,0.95,5.03,11.03,10,9,1.96,0.73,0.851,0.224,2.96,324.6,11.81381,9,8
